-4 -3.919192 -3.838384 -3.757576 -3.676768 -3.59596 -3.515152 -3.434343 -3.353535 -3.272727 -3.191919 -3.111111 -3.030303 -2.949495 -2.868687 -2.787879 -2.707071 -2.626263 -2.545455 -2.464646 -2.383838 -2.30303 -2.222222 -2.141414 -2.060606 -1.979798 -1.89899 -1.818182 -1.737374 -1.656566 -1.575758 -1.494949 -1.414141 -1.333333 -1.252525 -1.171717 -1.090909 -1.010101 -0.9292929 -0.8484848 -0.7676768 -0.6868687 -0.6060606 -0.5252525 -0.4444444 -0.3636364 -0.2828283 -0.2020202 -0.1212121 -0.04040404 0.04040404 0.1212121 0.2020202 0.2828283 0.3636364 0.4444444 0.5252525 0.6060606 0.6868687 0.7676768 0.8484848 0.9292929 1.010101 1.090909 1.171717 1.252525 1.333333 1.414141 1.494949 1.575758 1.656566 1.737374 1.818182 1.89899 1.979798 2.060606 2.141414 2.222222 2.30303 2.383838 2.464646 2.545455 2.626263 2.707071 2.787879 2.868687 2.949495 3.030303 3.111111 3.191919 3.272727 3.353535 3.434343 3.515152 3.59596 3.676768 3.757576 3.838384 3.919192 4 
3.797 3.9137 3.8939 3.782 3.835 3.6324 3.6317 3.5834 3.482 3.4273 3.2583 3.1903 3.0274 2.8981 2.8224 2.8065 2.6353 2.55 2.459 2.4428 2.3701 2.289 2.1979 2.2626 2.1954 2.1937 2.1101 2.0598 2.2031 2.0137 2.0723 2.0854 2.0965 2.2227 2.218 2.1744 2.2812 2.2513 2.2233 2.4208 2.4748 2.4342 2.4667 2.5723 2.5437 2.7265 2.6546 2.7418 2.7808 2.9689 2.9537 2.9304 2.9698 2.951 3.0431 3.169 3.1081 3.083 3.1054 3.174 3.0975 3.1812 3.0488 3.0936 3.1319 3.0708 3.1487 3.0382 3.0087 3.0041 3.1064 3.0572 2.9995 2.9779 2.9595 3.0363 2.9997 3.0276 2.9666 2.9862 2.8837 2.8663 2.9391 3.0408 3.0057 2.9406 2.9659 3.0206 2.897 3.0335 3.0804 3.1004 3.0919 3.1077 3.1884 3.257 3.1513 3.1385 3.1771 3.2231 
-4 -3.919192 -3.838384 -3.757576 -3.676768 -3.59596 -3.515152 -3.434343 -3.353535 -3.272727 -3.191919 -3.111111 -3.030303 -2.949495 -2.868687 -2.787879 -2.707071 -2.626263 -2.545455 -2.464646 -2.383838 -2.30303 -2.222222 -2.141414 -2.060606 -1.979798 -1.89899 -1.818182 -1.737374 -1.656566 -1.575758 -1.494949 -1.414141 -1.333333 -1.252525 -1.171717 -1.090909 -1.010101 -0.9292929 -0.8484848 -0.7676768 -0.6868687 -0.6060606 -0.5252525 -0.4444444 -0.3636364 -0.2828283 -0.2020202 -0.1212121 -0.04040404 0.04040404 0.1212121 0.2020202 0.2828283 0.3636364 0.4444444 0.5252525 0.6060606 0.6868687 0.7676768 0.8484848 0.9292929 1.010101 1.090909 1.171717 1.252525 1.333333 1.414141 1.494949 1.575758 1.656566 1.737374 1.818182 1.89899 1.979798 2.060606 2.141414 2.222222 2.30303 2.383838 2.464646 2.545455 2.626263 2.707071 2.787879 2.868687 2.949495 3.030303 3.111111 3.191919 3.272727 3.353535 3.434343 3.515152 3.59596 3.676768 3.757576 3.838384 3.919192 4 
3.9453 3.8922 3.8585 3.8544 3.7157 3.8111 3.6891 3.5752 3.5657 3.3377 3.2965 3.1749 3.0409 3.0061 2.9269 2.825 2.8074 2.7222 2.785 2.65 2.6983 2.6969 2.7711 2.8411 2.726 2.8397 2.9893 2.9408 3.0214 2.9332 3.0614 3.0418 3.0416 3.152 3.0624 3.1235 3.1394 3.0475 3.1405 3.1455 3.0764 3.0604 3.0976 3.0574 3.1301 3.1209 3.1055 3.1657 3.2107 3.0952 3.1126 3.1626 3.2044 3.0932 3.1272 3.2557 3.1512 3.2444 3.2699 3.1565 3.1093 3.1634 3.0759 3.1209 3.1307 3.2149 3.1314 3.1233 3.1331 3.2011 3.2528 3.1986 3.2626 3.2219 3.271 3.3543 3.2829 3.4556 3.4486 3.4994 3.4726 3.5889 3.6305 3.6616 3.6719 3.7125 3.79 3.6787 3.7436 3.591 3.7138 3.6699 3.5284 3.6165 3.5662 3.4662 3.4855 3.4403 3.5234 3.456 
-4 -3.919192 -3.838384 -3.757576 -3.676768 -3.59596 -3.515152 -3.434343 -3.353535 -3.272727 -3.191919 -3.111111 -3.030303 -2.949495 -2.868687 -2.787879 -2.707071 -2.626263 -2.545455 -2.464646 -2.383838 -2.30303 -2.222222 -2.141414 -2.060606 -1.979798 -1.89899 -1.818182 -1.737374 -1.656566 -1.575758 -1.494949 -1.414141 -1.333333 -1.252525 -1.171717 -1.090909 -1.010101 -0.9292929 -0.8484848 -0.7676768 -0.6868687 -0.6060606 -0.5252525 -0.4444444 -0.3636364 -0.2828283 -0.2020202 -0.1212121 -0.04040404 0.04040404 0.1212121 0.2020202 0.2828283 0.3636364 0.4444444 0.5252525 0.6060606 0.6868687 0.7676768 0.8484848 0.9292929 1.010101 1.090909 1.171717 1.252525 1.333333 1.414141 1.494949 1.575758 1.656566 1.737374 1.818182 1.89899 1.979798 2.060606 2.141414 2.222222 2.30303 2.383838 2.464646 2.545455 2.626263 2.707071 2.787879 2.868687 2.949495 3.030303 3.111111 3.191919 3.272727 3.353535 3.434343 3.515152 3.59596 3.676768 3.757576 3.838384 3.919192 4 
3.3319 3.494 3.4135 3.5104 3.4873 3.3733 3.4331 3.3991 3.3189 3.2388 3.1235 2.982 3.0108 2.821 2.7316 2.7372 2.4934 2.5045 2.34 2.2619 2.1268 2.1102 2.0917 2.1359 2.0828 2.0752 2.0637 2.1601 2.1985 2.2024 2.2492 2.4103 2.4537 2.4824 2.5377 2.5454 2.6564 2.7479 2.8002 2.9188 2.96 2.9109 3.0789 3.0854 3.2325 3.2985 3.2257 3.4048 3.288 3.3654 3.4498 3.5778 3.5258 3.557 3.5764 3.6713 3.5722 3.6437 3.5193 3.6203 3.6357 3.5846 3.5955 3.5837 3.5235 3.517 3.4652 3.3497 3.3451 3.2273 3.3191 3.2929 3.1432 3.19 3.1444 3.1071 3.227 3.0739 3.0308 3.1534 3.066 3.0714 3.173 3.0619 3.1141 3.1001 3.0935 3.0893 3.0645 3.114 3.0446 2.9773 3.1082 3.0129 3.0229 2.9088 2.9384 2.9918 3.0138 2.9242 
-4 -3.919192 -3.838384 -3.757576 -3.676768 -3.59596 -3.515152 -3.434343 -3.353535 -3.272727 -3.191919 -3.111111 -3.030303 -2.949495 -2.868687 -2.787879 -2.707071 -2.626263 -2.545455 -2.464646 -2.383838 -2.30303 -2.222222 -2.141414 -2.060606 -1.979798 -1.89899 -1.818182 -1.737374 -1.656566 -1.575758 -1.494949 -1.414141 -1.333333 -1.252525 -1.171717 -1.090909 -1.010101 -0.9292929 -0.8484848 -0.7676768 -0.6868687 -0.6060606 -0.5252525 -0.4444444 -0.3636364 -0.2828283 -0.2020202 -0.1212121 -0.04040404 0.04040404 0.1212121 0.2020202 0.2828283 0.3636364 0.4444444 0.5252525 0.6060606 0.6868687 0.7676768 0.8484848 0.9292929 1.010101 1.090909 1.171717 1.252525 1.333333 1.414141 1.494949 1.575758 1.656566 1.737374 1.818182 1.89899 1.979798 2.060606 2.141414 2.222222 2.30303 2.383838 2.464646 2.545455 2.626263 2.707071 2.787879 2.868687 2.949495 3.030303 3.111111 3.191919 3.272727 3.353535 3.434343 3.515152 3.59596 3.676768 3.757576 3.838384 3.919192 4 
3.5351 3.519 3.4217 3.477 3.3383 3.3241 3.1293 3.0817 2.9662 2.8038 2.7033 2.6665 2.52 2.418 2.4596 2.3662 2.301 2.1405 2.1243 2.0439 2.0499 2.0071 2.0019 2.0198 2.0245 2.0361 2.1488 2.0942 2.3248 2.3879 2.4296 2.4284 2.6255 2.8069 2.8967 2.9949 3.0463 3.1289 3.1453 3.4378 3.2863 3.4267 3.3779 3.5166 3.5465 3.65 3.4588 3.566 3.679 3.6233 3.6744 3.6362 3.6846 3.6859 3.6704 3.643 3.7519 3.6608 3.67 3.67 3.5774 3.6026 3.6226 3.5365 3.4701 3.4415 3.3438 3.3568 3.1716 3.2791 3.1885 3.1056 3.0868 3.0258 2.9864 2.9608 2.9606 2.9654 2.9235 2.8272 2.8598 2.8415 2.7036 2.9207 2.7615 2.6898 2.7531 2.6971 2.6931 2.7689 2.7665 2.89 2.8787 2.7514 2.8988 3.0288 3.1503 3.1719 3.2737 3.32 
-4 -3.919192 -3.838384 -3.757576 -3.676768 -3.59596 -3.515152 -3.434343 -3.353535 -3.272727 -3.191919 -3.111111 -3.030303 -2.949495 -2.868687 -2.787879 -2.707071 -2.626263 -2.545455 -2.464646 -2.383838 -2.30303 -2.222222 -2.141414 -2.060606 -1.979798 -1.89899 -1.818182 -1.737374 -1.656566 -1.575758 -1.494949 -1.414141 -1.333333 -1.252525 -1.171717 -1.090909 -1.010101 -0.9292929 -0.8484848 -0.7676768 -0.6868687 -0.6060606 -0.5252525 -0.4444444 -0.3636364 -0.2828283 -0.2020202 -0.1212121 -0.04040404 0.04040404 0.1212121 0.2020202 0.2828283 0.3636364 0.4444444 0.5252525 0.6060606 0.6868687 0.7676768 0.8484848 0.9292929 1.010101 1.090909 1.171717 1.252525 1.333333 1.414141 1.494949 1.575758 1.656566 1.737374 1.818182 1.89899 1.979798 2.060606 2.141414 2.222222 2.30303 2.383838 2.464646 2.545455 2.626263 2.707071 2.787879 2.868687 2.949495 3.030303 3.111111 3.191919 3.272727 3.353535 3.434343 3.515152 3.59596 3.676768 3.757576 3.838384 3.919192 4 
3.6843 3.8341 3.8636 3.9431 3.9556 3.9283 4.1501 4.0973 4.0451 4.0496 4.031 3.9425 3.8819 3.8663 3.7561 3.7333 3.6524 3.6086 3.6134 3.5765 3.4769 3.4931 3.4445 3.4591 3.317 3.4139 3.3106 3.3903 3.3886 3.4645 3.4213 3.4423 3.4496 3.5385 3.6089 3.6192 3.6976 3.6206 3.7212 3.7686 3.7375 3.8026 3.7142 3.6912 3.6605 3.6088 3.5434 3.5242 3.5312 3.3864 3.3974 3.3181 3.1913 3.101 3.0942 3.0916 2.9782 2.9008 2.8417 2.8164 2.826 2.7722 2.8072 2.7401 2.7533 2.7907 2.8834 2.7495 2.8118 2.7909 2.7846 2.6814 2.8837 2.6872 2.6565 2.6776 2.6412 2.5732 2.5941 2.4974 2.5462 2.5553 2.472 2.54 2.3821 2.5598 2.5386 2.6057 2.589 2.5996 2.6718 2.6349 2.7185 2.7635 2.8402 2.8373 2.8274 2.8291 3.0215 3.0286 
