-4 -3.836735 -3.673469 -3.510204 -3.346939 -3.183673 -3.020408 -2.857143 -2.693878 -2.530612 -2.367347 -2.204082 -2.040816 -1.877551 -1.714286 -1.55102 -1.387755 -1.22449 -1.061224 -0.8979592 -0.7346939 -0.5714286 -0.4081633 -0.244898 -0.08163265 0.08163265 0.244898 0.4081633 0.5714286 0.7346939 0.8979592 1.061224 1.22449 1.387755 1.55102 1.714286 1.877551 2.040816 2.204082 2.367347 2.530612 2.693878 2.857143 3.020408 3.183673 3.346939 3.510204 3.673469 3.836735 4 
5.9094 6.7933 7.4805 5.5521 -2.4429 0.9814 0.0213 -2.0379 0.5797 2.2791 5.099 12.2042 1.3387 -4.7019 -3.1367 0.6933 -3.6694 -2.7741 2.2933 -2.7803 -2.2526 6.6754 7.8256 3.7925 -7.9628 -8.6391 -2.215 -6.1563 -0.4796 -0.6765 -3.5304 0.7415 1.0764 4.8252 -1.334 -6.6895 -13.1878 -10.1462 1.7456 2.2724 -0.7192 -3.9116 -1.3671 -5.9843 2.6315 2.0222 0.8691 -0.6428 -1.2798 -5.1203 
-4 -3.836735 -3.673469 -3.510204 -3.346939 -3.183673 -3.020408 -2.857143 -2.693878 -2.530612 -2.367347 -2.204082 -2.040816 -1.877551 -1.714286 -1.55102 -1.387755 -1.22449 -1.061224 -0.8979592 -0.7346939 -0.5714286 -0.4081633 -0.244898 -0.08163265 0.08163265 0.244898 0.4081633 0.5714286 0.7346939 0.8979592 1.061224 1.22449 1.387755 1.55102 1.714286 1.877551 2.040816 2.204082 2.367347 2.530612 2.693878 2.857143 3.020408 3.183673 3.346939 3.510204 3.673469 3.836735 4 
-5.3018 2.1981 9.2768 3.1367 -1.0412 -3.0324 0.3111 3.8511 2.2817 4.3811 9.1327 10.0506 2.6639 -2.5223 -3.6415 -11.1831 -4.3219 3.0465 2.2346 -3.3249 6.9659 1.5777 -9.6827 -6.4532 -11.9052 -1.947 -3.2998 -1.01 2.4549 -2.6027 -9.8561 -4.7379 -1.8581 2.3681 -4.1807 -2.7957 -0.6742 -4.9014 -7.0735 -11.5536 -1.1068 4.2558 -0.0448 0.2311 -0.2936 2.7092 3.215 1.8537 6.4055 11.9973 
-4 -3.836735 -3.673469 -3.510204 -3.346939 -3.183673 -3.020408 -2.857143 -2.693878 -2.530612 -2.367347 -2.204082 -2.040816 -1.877551 -1.714286 -1.55102 -1.387755 -1.22449 -1.061224 -0.8979592 -0.7346939 -0.5714286 -0.4081633 -0.244898 -0.08163265 0.08163265 0.244898 0.4081633 0.5714286 0.7346939 0.8979592 1.061224 1.22449 1.387755 1.55102 1.714286 1.877551 2.040816 2.204082 2.367347 2.530612 2.693878 2.857143 3.020408 3.183673 3.346939 3.510204 3.673469 3.836735 4 
3.5207 -1.0442 -1.3114 -0.8392 0.8558 -0.1571 -4.3306 0.0857 0.5662 -6.2589 -8.1795 -0.7338 -5.5326 -1.8007 -2.0187 -5.9689 -3.9211 -3.456 -7.3391 -8.9123 -5.239 -4.0342 0.653 3.6633 -5.9611 -4.6966 -2.4593 0.3822 -6.0003 -3.8 0.1832 9.9097 9.563 -0.0611 -6.1688 -1.0996 1.0261 10.8386 11.1378 -4.1868 -3.4053 -1.7802 -2.6256 -2.9645 7.5089 5.7859 1.0194 -2.7505 -3.2129 -7.3296 
-4 -3.836735 -3.673469 -3.510204 -3.346939 -3.183673 -3.020408 -2.857143 -2.693878 -2.530612 -2.367347 -2.204082 -2.040816 -1.877551 -1.714286 -1.55102 -1.387755 -1.22449 -1.061224 -0.8979592 -0.7346939 -0.5714286 -0.4081633 -0.244898 -0.08163265 0.08163265 0.244898 0.4081633 0.5714286 0.7346939 0.8979592 1.061224 1.22449 1.387755 1.55102 1.714286 1.877551 2.040816 2.204082 2.367347 2.530612 2.693878 2.857143 3.020408 3.183673 3.346939 3.510204 3.673469 3.836735 4 
-0.3899 -8.216 5.3339 3.7148 -0.8926 -1.9825 -4.448 -4.4961 -0.5414 5.4132 -1.0708 5.6619 8.2156 7.0495 -0.5438 0.2671 -0.1903 -1.9279 3.3637 4.9233 -5.3771 1.1089 3.037 4.0044 -3.0333 -8.8782 -7.773 -6.8956 -1.9631 -1.772 -6.1575 -5.5197 -1.9121 -5.2373 -0.0869 5.5262 -4.4472 -12.4986 -5.2975 -1.1248 6.6435 6.2338 -4.354 -8.228 -5.0308 -2.5245 3.8577 1.3072 0.0327 6.736 
-4 -3.836735 -3.673469 -3.510204 -3.346939 -3.183673 -3.020408 -2.857143 -2.693878 -2.530612 -2.367347 -2.204082 -2.040816 -1.877551 -1.714286 -1.55102 -1.387755 -1.22449 -1.061224 -0.8979592 -0.7346939 -0.5714286 -0.4081633 -0.244898 -0.08163265 0.08163265 0.244898 0.4081633 0.5714286 0.7346939 0.8979592 1.061224 1.22449 1.387755 1.55102 1.714286 1.877551 2.040816 2.204082 2.367347 2.530612 2.693878 2.857143 3.020408 3.183673 3.346939 3.510204 3.673469 3.836735 4 
1.2201 -0.1153 -0.7409 0.1435 1.1614 0.0978 -1.7169 -3.631 -3.2202 -1.5365 1.365 4.8174 4.8459 1.3111 0.1133 3.7437 3.3373 2.0621 3.4618 4.2661 1.5267 -0.9538 -0.2953 1.0197 -0.6848 -2.3589 0.2518 1.7171 1.4987 -2.8425 -1.9265 3.3923 6.6189 7.4841 1.66 -3.1162 -4.3968 -3.6176 -1.0024 -0.3434 -1.8273 -1.3473 2.5406 5.376 2.2369 1.5745 4.6915 7.5893 8.5836 7.0103 
