-3.676768 -3.59596 -3.434343 -3.191919 -3.111111 -3.030303 -2.787879 -2.707071 -2.222222 -1.979798 -1.818182 -1.737374 -1.494949 -1.252525 -1.171717 -1.010101 -0.9292929 -0.5252525 -0.4444444 -0.3636364 -0.2828283 -0.04040404 0.04040404 0.2828283 0.3636364 0.4444444 0.5252525 0.6868687 0.9292929 1.010101 1.090909 1.333333 1.494949 1.656566 1.737374 1.979798 2.141414 2.222222 2.383838 2.464646 2.626263 2.707071 2.787879 2.868687 2.949495 3.030303 3.515152 3.757576 3.838384 4 
0.0844 0.1269 0.1101 -0.0054 0.0461 0.0346 0.1309 -0.0155 -0.2047 -0.3491 -0.4071 -0.4774 -0.4877 -0.4913 -0.4987 -0.4138 -0.3191 -0.2561 0.0295 -0.0877 -0.0487 0.1363 0.1199 0.3009 0.2902 0.3566 0.3656 0.3489 0.3517 0.4329 0.3034 0.2786 0.2855 0.2174 0.257 0.2543 0.259 0.2587 0.3298 0.3404 0.3467 0.4499 0.439 0.3735 0.3506 0.2911 0.1603 0.2214 0.1864 0.1623 
-4 -3.919192 -3.838384 -3.757576 -3.515152 -3.434343 -3.191919 -3.111111 -3.030303 -2.949495 -2.868687 -2.787879 -2.464646 -2.060606 -1.979798 -1.737374 -1.575758 -1.414141 -1.252525 -1.090909 -0.9292929 -0.8484848 -0.7676768 -0.6060606 0.7676768 0.8484848 1.090909 1.171717 1.252525 1.333333 1.494949 1.89899 2.141414 2.464646 2.545455 2.626263 2.707071 2.787879 2.868687 2.949495 3.030303 3.191919 3.353535 3.434343 3.515152 3.59596 3.757576 3.838384 3.919192 4 
-0.9608 -0.8675 -0.794 -0.7681 -0.5917 -0.4868 -0.1998 -0.1486 -0.0949 0.042 0.0544 0.1063 0.1955 0.1689 0.2383 0.0984 0.0383 0.0414 0.0935 0.0543 -0.0574 -0.0622 0.0159 -0.1103 -0.2997 -0.4007 -0.4666 -0.4746 -0.3401 -0.4109 -0.3744 -0.1816 0.0396 0.1237 0.3212 0.3954 0.3515 0.4842 0.3722 0.3761 0.4503 0.4278 0.3162 0.2216 0.123 0.1252 0.1306 0.0834 0.1314 0.0537 
-4 -3.919192 -3.676768 -3.59596 -3.353535 -3.272727 -3.191919 -3.111111 -2.868687 -2.626263 -2.545455 -2.464646 -2.30303 -2.060606 -1.979798 -1.89899 -1.818182 -1.414141 -1.252525 -1.171717 -1.010101 -0.6060606 -0.1212121 0.1212121 0.2828283 0.3636364 0.4444444 0.5252525 0.6060606 0.6868687 1.090909 1.171717 1.252525 1.333333 1.575758 1.656566 1.737374 1.818182 1.89899 1.979798 2.222222 2.383838 2.464646 2.545455 2.626263 2.787879 3.111111 3.59596 3.676768 3.757576 
-0.0439 0.0169 0.138 -0.0075 0.1646 0.1343 0.2694 0.1684 0.2807 0.3393 0.3753 0.5774 0.5809 0.725 0.8114 0.7623 0.7636 0.8723 0.7335 0.7229 0.6294 0.2231 -0.0285 -0.1559 -0.2428 -0.2555 -0.2086 -0.2241 -0.2017 -0.1597 -0.1252 -0.1971 -0.2368 -0.271 -0.3611 -0.4285 -0.3756 -0.5115 -0.4456 -0.525 -0.5081 -0.5501 -0.5108 -0.5016 -0.3889 -0.5134 -0.2824 -0.1987 -0.1054 -0.1059 
-4 -3.919192 -3.838384 -3.757576 -3.676768 -3.272727 -2.949495 -2.787879 -2.545455 -2.464646 -2.383838 -2.30303 -2.141414 -2.060606 -1.89899 -1.737374 -1.656566 -1.414141 -0.9292929 -0.6060606 -0.5252525 -0.2828283 -0.2020202 -0.04040404 0.04040404 0.2828283 0.5252525 0.6868687 0.7676768 0.8484848 0.9292929 1.090909 1.171717 1.252525 1.494949 1.575758 1.737374 1.89899 2.060606 2.30303 2.464646 2.545455 2.626263 2.707071 3.030303 3.111111 3.191919 3.272727 3.676768 3.757576 
0.1888 0.1116 0.0873 0.1579 -0.0108 -0.1566 -0.2998 -0.3454 -0.4225 -0.4646 -0.3849 -0.3625 -0.4136 -0.3428 -0.2854 -0.1556 -0.1507 0.0988 0.3444 0.393 0.2729 0.1766 0.0952 -0.0898 -0.0725 -0.3229 -0.5983 -0.6914 -0.7714 -0.781 -0.8202 -0.8605 -0.9305 -0.945 -0.8194 -0.7859 -0.6132 -0.6648 -0.5365 -0.4381 -0.4181 -0.3337 -0.4309 -0.3651 -0.2814 -0.184 -0.135 -0.0623 0.1782 0.1948 
-3.838384 -3.59596 -3.353535 -3.272727 -3.191919 -2.30303 -2.060606 -1.818182 -1.737374 -1.575758 -1.494949 -1.333333 -1.252525 -1.010101 -0.9292929 -0.8484848 -0.6060606 -0.5252525 -0.3636364 -0.04040404 0.2828283 0.4444444 0.5252525 0.6868687 0.7676768 0.8484848 1.010101 1.090909 1.171717 1.575758 1.656566 1.818182 1.89899 1.979798 2.060606 2.222222 2.30303 2.464646 2.626263 2.707071 2.787879 3.030303 3.111111 3.191919 3.272727 3.353535 3.59596 3.676768 3.838384 4 
-0.4212 -0.4939 -0.3373 -0.2353 -0.1526 0.5165 0.4918 0.5466 0.5361 0.6099 0.5402 0.5493 0.5751 0.5127 0.5498 0.441 0.3802 0.3369 0.3358 0.0882 -0.0409 -0.0056 0.0282 0.0971 0.127 -0.0473 0.0776 0.0377 0.035 -0.0193 0.027 -0.0554 -0.1359 -0.1606 -0.1582 -0.277 -0.2908 -0.4325 -0.4505 -0.4312 -0.5224 -0.4906 -0.5212 -0.4805 -0.4811 -0.5631 -0.4291 -0.2924 -0.4181 -0.2041 
